sku,qty
FLB-03-SRT-1020-FED,
FLB-03-SSP-1020-FED,
FLB-KKP-1020-FED,
FLB-SPM-1020-FED,
FLB-SSP-1020-FED,
FLB-WWI-1020-FED,
FLBC-CVC-1020-FED,
FLBF-BRC-1020-FED,
FLBF-BRK-1020-FED,
FLBF-BRM-1020-FED,
FLBF-BRO-1020-FED,
FLBF-BRP-1020-FED,
FLBF-BRR-1020-FED,
FLBI-BZ1-1020-FED,
FLBI-BZ2-1020-FED,
FLBI-CR1-1020-FED,
FLBI-CR2-1020-FED,
FLBI-NT1-1020-FED,
FLBI-NT2-1020-FED,
FLBL-APP-1020-FED,
FLBL-BAN-1020-FED,
FLBL-BBB-1010-FED,
FLBL-BBB-1020-FED,
FLBL-BBI-1010-FED,
FLBL-BBI-1020-FED,
FLBL-BBI-2020-FED,
FLBL-BBM-1010-FED,
FLBL-BBM-1020-FED,
FLBL-BBO-2020-FED,
FLBL-BBR-1010-FED,
FLBL-BBR-1020-FED,
FLBL-BBR-2020-FED,
FLBL-BES-1020-FED,
FLBL-BLR-1020-FED,
FLBL-BMI-1010-FED,
FLBL-BMI-1020-FED,
FLBL-BRL-1020-FED,
FLBL-BSB-1010-FED,
FLBL-BSB-1020-FED,
